Type,Long,Lat,Neighborhood,Downtown,Suburbs,D or S
Medical Center,40.63873748,-73.99900588,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70000168,-73.81636133,Downtown Toronto,Yes,No,Downtown
Medical Center,40.89310753,-74.20628195,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73319215,-73.98261554,Central Toronto,Yes,No,Downtown
Medical Center,40.60563759,-73.98913511,Central Toronto,Yes,No,Downtown
Medical Center,40.73319215,-73.98261554,Central Toronto,Yes,No,Downtown
Medical Center,40.73319215,-73.98261554,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73319215,-73.98261554,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7356815,-74.00115967,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88379856,-74.05669372,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73583084,-73.99365736,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77740993,-73.9545031,West Toronto,No,Yes,Suburbs
Medical Center,40.77364375,-73.96081924,West Toronto,No,Yes,Suburbs
Medical Center,40.64603282,-74.02045007,West Toronto,No,Yes,Suburbs
Medical Center,40.79030442,-73.9519373,West Toronto,No,Yes,Suburbs
Medical Center,40.76530402,-73.98024526,West Toronto,No,Yes,Suburbs
Medical Center,40.78034995,-74.13558869,West Toronto,No,Yes,Suburbs
Medical Center,40.65453341,-73.94496299,Downtown Toronto,Yes,No,Downtown
Medical Center,40.727449,-73.990556,East Toronto,No,Yes,Suburbs
Medical Center,40.58475655,-74.08510208,East Toronto,No,Yes,Suburbs
Medical Center,40.65671312,-73.94318104,East Toronto,No,Yes,Suburbs
Medical Center,40.73319215,-73.98261554,East Toronto,No,Yes,Suburbs
Medical Center,40.65347957,-73.947058,East Toronto,No,Yes,Suburbs
Medical Center,40.65671312,-73.94318104,Central Toronto,Yes,No,Downtown
Medical Center,40.75574218,-73.81696701,Central Toronto,Yes,No,Downtown
Medical Center,40.918982,-74.069229,Central Toronto,Yes,No,Downtown
Medical Center,40.79016356,-73.95232188,Central Toronto,Yes,No,Downtown
Medical Center,40.79030442,-73.9519373,Central Toronto,Yes,No,Downtown
Medical Center,40.81714372,-73.92545654,Central Toronto,Yes,No,Downtown
Medical Center,40.84874844,-73.84580612,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73904532,-73.98016491,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73326935,-73.98280493,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73086435,-73.88768378,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79016356,-73.95232188,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65671312,-73.94318104,Downtown Toronto,Yes,No,Downtown
Medical Center,40.75574218,-73.81696701,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71141752,-73.85744999,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73319215,-73.98261554,Downtown Toronto,Yes,No,Downtown
Medical Center,40.67649503,-73.73383044,Downtown Toronto,Yes,No,Downtown
Medical Center,40.6551297,-73.94575514,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65453341,-73.94496299,Central Toronto,Yes,No,Downtown
Medical Center,40.65671312,-73.94318104,Central Toronto,Yes,No,Downtown
Medical Center,40.65347957,-73.947058,Central Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.69603201,-73.9727669,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65362743,-73.94496299,Downtown Toronto,Yes,No,Downtown
Medical Center,40.6551297,-73.94575514,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.86088438,-73.88990591,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,West Toronto,No,Yes,Suburbs
Medical Center,40.86695759,-73.90584469,West Toronto,No,Yes,Suburbs
Medical Center,40.74209957,-73.97494213,West Toronto,No,Yes,Suburbs
Medical Center,40.74209957,-73.97494213,West Toronto,No,Yes,Suburbs
Medical Center,40.8374969,-73.92403854,West Toronto,No,Yes,Suburbs
Medical Center,40.88379856,-74.05669372,West Toronto,No,Yes,Suburbs
Medical Center,40.70956927,-74.08811227,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70795059,-73.78573745,East Toronto,No,Yes,Suburbs
Medical Center,40.73479031,-73.98970901,East Toronto,No,Yes,Suburbs
Medical Center,40.76068327,-73.97227764,East Toronto,No,Yes,Suburbs
Medical Center,40.77889509,-73.96197642,East Toronto,No,Yes,Suburbs
Medical Center,40.63873748,-73.99900588,East Toronto,No,Yes,Suburbs
Medical Center,40.7603257,-73.95807266,Central Toronto,Yes,No,Downtown
Medical Center,40.57836603,-73.98347641,Central Toronto,Yes,No,Downtown
Medical Center,40.74737307,-73.98204736,Central Toronto,Yes,No,Downtown
Medical Center,40.64671746,-74.0211153,Central Toronto,Yes,No,Downtown
Medical Center,40.74680179,-73.8253355,Central Toronto,Yes,No,Downtown
Medical Center,40.7465308,-73.82518974,Central Toronto,Yes,No,Downtown
Medical Center,40.66741837,-73.99023699,Downtown Toronto,Yes,No,Downtown
Medical Center,40.770012,-73.985946,Downtown Toronto,Yes,No,Downtown
Medical Center,40.67649503,-73.73383044,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77499696,-73.90994413,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71391341,-73.99833445,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63873748,-73.99900588,Downtown Toronto,Yes,No,Downtown
Medical Center,40.614789,-74.033739,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63904062,-73.99794102,Downtown Toronto,Yes,No,Downtown
Medical Center,40.84874844,-73.84580612,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65362743,-73.94496299,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64314632,-73.94352217,Downtown Toronto,Yes,No,Downtown
Medical Center,40.67679807,-73.89837504,Downtown Toronto,Yes,No,Downtown
Medical Center,40.862535,-74.14400845,Central Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Central Toronto,Yes,No,Downtown
Medical Center,40.74209957,-73.97494213,Central Toronto,Yes,No,Downtown
Medical Center,40.79390781,-73.97241105,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74501356,-73.88571739,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7585219,-73.78216407,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74209957,-73.97494213,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85530035,-73.8877412,West Toronto,No,Yes,Suburbs
Medical Center,40.86695759,-73.90584469,West Toronto,No,Yes,Suburbs
Medical Center,40.88379856,-74.05669372,West Toronto,No,Yes,Suburbs
Medical Center,40.74141345,-73.99684239,West Toronto,No,Yes,Suburbs
Medical Center,40.61323643,-74.06553805,West Toronto,No,Yes,Suburbs
Medical Center,40.93671,-73.85433,West Toronto,No,Yes,Suburbs
Medical Center,40.86088438,-73.88990591,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76503025,-73.96345154,East Toronto,No,Yes,Suburbs
Medical Center,40.76398386,-73.9635319,East Toronto,No,Yes,Suburbs
Medical Center,40.90280945,-74.16599751,East Toronto,No,Yes,Suburbs
Medical Center,40.70795059,-73.78573745,East Toronto,No,Yes,Suburbs
Medical Center,40.76503025,-73.96345154,East Toronto,No,Yes,Suburbs
Medical Center,40.69039639,-73.99475348,Central Toronto,Yes,No,Downtown
Medical Center,40.69186335,-73.76843871,Central Toronto,Yes,No,Downtown
Medical Center,40.63873748,-73.99900588,Central Toronto,Yes,No,Downtown
Medical Center,40.88955858,-73.97570547,Central Toronto,Yes,No,Downtown
Medical Center,40.88955565,-73.9758547,Central Toronto,Yes,No,Downtown
Medical Center,40.76551266,-73.95481879,Central Toronto,Yes,No,Downtown
Medical Center,40.76466513,-73.9548111,Downtown Toronto,Yes,No,Downtown
Medical Center,40.668847,-73.979973,Downtown Toronto,Yes,No,Downtown
Medical Center,40.66741837,-73.99023699,Downtown Toronto,Yes,No,Downtown
Medical Center,40.601637,-73.994198,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70385487,-73.91794682,Downtown Toronto,Yes,No,Downtown
Medical Center,40.862535,-74.14400845,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7461798,-73.98629642,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63904062,-73.99794102,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64671746,-74.0211153,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64589821,-74.02027219,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77889509,-73.96197642,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74209957,-73.97494213,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Central Toronto,Yes,No,Downtown
Medical Center,40.74209957,-73.97494213,Central Toronto,Yes,No,Downtown
Medical Center,40.85495185,-73.8882063,Central Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.86088438,-73.88990591,Downtown Toronto,Yes,No,Downtown
Medical Center,40.8374969,-73.92403854,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74209957,-73.97494213,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88379856,-74.05669372,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70795059,-73.78573745,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76530402,-73.98024526,West Toronto,No,Yes,Suburbs
Medical Center,40.88955858,-73.97570547,West Toronto,No,Yes,Suburbs
Medical Center,40.88955565,-73.9758547,West Toronto,No,Yes,Suburbs
Medical Center,40.78269091,-73.716114,West Toronto,No,Yes,Suburbs
Medical Center,40.74209957,-73.97494213,West Toronto,No,Yes,Suburbs
Medical Center,40.76422632,-73.9909029,West Toronto,No,Yes,Suburbs
Medical Center,40.76984931,-73.98738384,Downtown Toronto,Yes,No,Downtown
Medical Center,40.714027,-73.992284,East Toronto,No,Yes,Suburbs
Medical Center,40.95672908,-74.06300068,East Toronto,No,Yes,Suburbs
Medical Center,40.73086435,-73.88768378,East Toronto,No,Yes,Suburbs
Medical Center,40.67649503,-73.73383044,East Toronto,No,Yes,Suburbs
Medical Center,40.73319215,-73.98261554,East Toronto,No,Yes,Suburbs
Medical Center,40.92177096,-74.07055363,Central Toronto,Yes,No,Downtown
Medical Center,40.76256708,-73.75869997,Central Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Central Toronto,Yes,No,Downtown
Medical Center,40.73192555,-73.99887443,Central Toronto,Yes,No,Downtown
Medical Center,40.57836603,-73.98347641,Central Toronto,Yes,No,Downtown
Medical Center,40.66543808,-73.95839477,Central Toronto,Yes,No,Downtown
Medical Center,40.71141752,-73.85744999,Downtown Toronto,Yes,No,Downtown
Medical Center,40.700264,-73.831132,Downtown Toronto,Yes,No,Downtown
Medical Center,40.75450686,-73.70915294,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82934379,-74.10294492,Downtown Toronto,Yes,No,Downtown
Medical Center,40.67679807,-73.89837504,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82548744,-73.83964634,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82921532,-74.10305964,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64671746,-74.0211153,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76245411,-73.97216999,Downtown Toronto,Yes,No,Downtown
Medical Center,40.86695759,-73.90584469,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74295013,-73.88228626,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77951439,-73.95375115,Central Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Central Toronto,Yes,No,Downtown
Medical Center,40.74209957,-73.97494213,Central Toronto,Yes,No,Downtown
Medical Center,40.76256708,-73.75869997,Downtown Toronto,Yes,No,Downtown
Medical Center,40.86088438,-73.88990591,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88530074,-74.04056078,Downtown Toronto,Yes,No,Downtown
Medical Center,40.753436,-73.967454,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73086435,-73.88768378,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74209957,-73.97494213,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88379856,-74.05669372,West Toronto,No,Yes,Suburbs
Medical Center,40.83177038,-73.98242041,West Toronto,No,Yes,Suburbs
Medical Center,40.754956,-73.81655931,West Toronto,No,Yes,Suburbs
Medical Center,40.69039639,-73.99475348,West Toronto,No,Yes,Suburbs
Medical Center,40.95672908,-74.06300068,West Toronto,No,Yes,Suburbs
Medical Center,40.738665,-73.975303,West Toronto,No,Yes,Suburbs
Medical Center,40.794539,-74.11938,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74209957,-73.97494213,East Toronto,No,Yes,Suburbs
Medical Center,40.86695759,-73.90584469,East Toronto,No,Yes,Suburbs
Medical Center,40.86088438,-73.88990591,East Toronto,No,Yes,Suburbs
Medical Center,40.74209957,-73.97494213,East Toronto,No,Yes,Suburbs
Medical Center,40.73086435,-73.88768378,East Toronto,No,Yes,Suburbs
Medical Center,40.68449898,-73.8454856,Central Toronto,Yes,No,Downtown
Medical Center,40.88379856,-74.05669372,Central Toronto,Yes,No,Downtown
Medical Center,40.75987008,-73.97362781,Central Toronto,Yes,No,Downtown
Medical Center,40.74215152,-73.99136756,Central Toronto,Yes,No,Downtown
Medical Center,40.8374969,-73.92403854,Central Toronto,Yes,No,Downtown
Medical Center,40.6668316,-73.975247,Central Toronto,Yes,No,Downtown
Medical Center,40.70795059,-73.78573745,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76114,-73.923399,Downtown Toronto,Yes,No,Downtown
Medical Center,40.96055061,-74.0298143,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88428122,-74.05822182,Downtown Toronto,Yes,No,Downtown
Medical Center,40.959735,-74.029749,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63873748,-73.99900588,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74135136,-73.99677352,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76560356,-73.97201503,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73982508,-73.99875863,Downtown Toronto,Yes,No,Downtown
Medical Center,40.58426059,-73.94598475,Downtown Toronto,Yes,No,Downtown
Medical Center,40.794539,-74.11938,Downtown Toronto,Yes,No,Downtown
Medical Center,40.624442,-74.02776,Downtown Toronto,Yes,No,Downtown
Medical Center,40.700264,-73.831132,Central Toronto,Yes,No,Downtown
Medical Center,40.84874844,-73.84580612,Central Toronto,Yes,No,Downtown
Medical Center,40.88323937,-74.01026481,Central Toronto,Yes,No,Downtown
Medical Center,40.68124305,-73.84515415,Downtown Toronto,Yes,No,Downtown
Medical Center,40.58426059,-73.94598475,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71005226,-74.21247482,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7585219,-73.78216407,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70795059,-73.78573745,Downtown Toronto,Yes,No,Downtown
Medical Center,40.87857913,-74.04712737,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63873748,-73.99900588,West Toronto,No,Yes,Suburbs
Medical Center,40.71819859,-74.00041758,West Toronto,No,Yes,Suburbs
Medical Center,40.84809056,-73.84401699,West Toronto,No,Yes,Suburbs
Medical Center,40.84809056,-73.84401699,West Toronto,No,Yes,Suburbs
Medical Center,40.65362743,-73.94496299,West Toronto,No,Yes,Suburbs
Medical Center,40.65459482,-73.94526722,West Toronto,No,Yes,Suburbs
Medical Center,40.64603282,-74.02045007,Downtown Toronto,Yes,No,Downtown
Medical Center,40.730406,-73.984418,East Toronto,No,Yes,Suburbs
Medical Center,40.75574218,-73.81696701,East Toronto,No,Yes,Suburbs
Medical Center,40.7585219,-73.78216407,East Toronto,No,Yes,Suburbs
Medical Center,40.64603282,-74.02045007,East Toronto,No,Yes,Suburbs
Medical Center,40.64671746,-74.0211153,East Toronto,No,Yes,Suburbs
Medical Center,40.65671312,-73.94318104,Central Toronto,Yes,No,Downtown
Medical Center,40.90018669,-74.06938338,Central Toronto,Yes,No,Downtown
Medical Center,40.63873748,-73.99900588,Central Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Central Toronto,Yes,No,Downtown
Medical Center,40.63873748,-73.99900588,Central Toronto,Yes,No,Downtown
Medical Center,40.739985,-73.984522,Central Toronto,Yes,No,Downtown
Medical Center,40.78690639,-74.17540497,Downtown Toronto,Yes,No,Downtown
Medical Center,40.786713,-74.175476,Downtown Toronto,Yes,No,Downtown
Medical Center,40.724976,-74.003631,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63873748,-73.99900588,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76503025,-73.96345154,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76245411,-73.97216999,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76558907,-73.95272943,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76466513,-73.9548111,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76558907,-73.95272943,Downtown Toronto,Yes,No,Downtown
Medical Center,40.5858164,-73.96542026,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77364375,-73.96081924,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71141752,-73.85744999,Central Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Central Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Central Toronto,Yes,No,Downtown
Medical Center,40.71141752,-73.85744999,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64671746,-74.0211153,Downtown Toronto,Yes,No,Downtown
Medical Center,40.794539,-74.11938,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74295013,-73.88228626,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88114932,-73.90878438,Downtown Toronto,Yes,No,Downtown
Medical Center,40.794539,-74.11938,West Toronto,No,Yes,Suburbs
Medical Center,40.76245411,-73.97216999,West Toronto,No,Yes,Suburbs
Medical Center,40.77951439,-73.95375115,West Toronto,No,Yes,Suburbs
Medical Center,40.63535651,-74.10638621,West Toronto,No,Yes,Suburbs
Medical Center,40.95672908,-74.06300068,West Toronto,No,Yes,Suburbs
Medical Center,40.74209957,-73.97494213,West Toronto,No,Yes,Suburbs
Medical Center,40.88379856,-74.05669372,Downtown Toronto,Yes,No,Downtown
Medical Center,40.8767255,-74.21616554,East Toronto,No,Yes,Suburbs
Medical Center,40.73086435,-73.88768378,East Toronto,No,Yes,Suburbs
Medical Center,40.64671746,-74.0211153,East Toronto,No,Yes,Suburbs
Medical Center,40.90981229,-73.90852556,East Toronto,No,Yes,Suburbs
